,Year,Jurisdiction,Health region,Specialty ,Specialty sort,"Physician-to–100,000 population ratio",Number of physicians,Population
90932,2020,Que.,Mauricie et Centre-du-Québec,__Emergency family medicine,5,2,13,"525,684"
90933,2020,Que.,Mauricie et Centre-du-Québec,__Family medicine,6,55,287,"525,684"
90934,2020,Que.,Mauricie et Centre-du-Québec,Medical specialists,7,67,352,"525,684"
90935,2020,Que.,Mauricie et Centre-du-Québec,Clinical specialists,8,62,326,"525,684"
90936,2020,Que.,Mauricie et Centre-du-Québec,_Anesthesiology,9,9,45,"525,684"
90937,2020,Que.,Mauricie et Centre-du-Québec,_Dermatology,10,1,3,"525,684"
90938,2020,Que.,Mauricie et Centre-du-Québec,_Diagnostic radiology,11,7,38,"525,684"
90939,2020,Que.,Mauricie et Centre-du-Québec,_Emergency medicine,14,0,2,"525,684"
90940,2020,Que.,Mauricie et Centre-du-Québec,_Internal medicine,15,10,55,"525,684"
90941,2020,Que.,Mauricie et Centre-du-Québec,__Cardiology,16,2,12,"525,684"
90942,2020,Que.,Mauricie et Centre-du-Québec,__Critical care medicine,19,1,7,"525,684"
90943,2020,Que.,Mauricie et Centre-du-Québec,__Endocrinology and metabolism,20,1,6,"525,684"
90944,2020,Que.,Mauricie et Centre-du-Québec,__Gastroenterology,21,1,7,"525,684"
90945,2020,Que.,Mauricie et Centre-du-Québec,__Geriatric medicine,23,1,4,"525,684"
90946,2020,Que.,Mauricie et Centre-du-Québec,__Hematology,24,0,1,"525,684"
90947,2020,Que.,Mauricie et Centre-du-Québec,__Infectious diseases,25,0,1,"525,684"
90948,2020,Que.,Mauricie et Centre-du-Québec,__Medical oncology,26,2,10,"525,684"
90949,2020,Que.,Mauricie et Centre-du-Québec,__Nephrology,27,2,9,"525,684"
90950,2020,Que.,Mauricie et Centre-du-Québec,__Occupational medicine,28,0,1,"525,684"
90951,2020,Que.,Mauricie et Centre-du-Québec,__Respirology,30,2,8,"525,684"
90952,2020,Que.,Mauricie et Centre-du-Québec,__Rheumatology,31,1,7,"525,684"
90953,2020,Que.,Mauricie et Centre-du-Québec,_Neurology,33,2,8,"525,684"
90954,2020,Que.,Mauricie et Centre-du-Québec,__Electroencephalography,34,1,3,"525,684"
90955,2020,Que.,Mauricie et Centre-du-Québec,_Nuclear medicine,35,2,9,"525,684"
90956,2020,Que.,Mauricie et Centre-du-Québec,_Pediatrics,36,5,27,"525,684"
90957,2020,Que.,Mauricie et Centre-du-Québec,_Physical medicine and rehabilitation,53,1,3,"525,684"
90958,2020,Que.,Mauricie et Centre-du-Québec,_Psychiatry,54,10,50,"525,684"
90959,2020,Que.,Mauricie et Centre-du-Québec,_Public health and preventive medicine,57,1,4,"525,684"
90960,2020,Que.,Mauricie et Centre-du-Québec,_Radiation oncology,58,1,6,"525,684"
90961,2020,Que.,Mauricie et Centre-du-Québec,Laboratory specialists,59,5,26,"525,684"
90962,2020,Que.,Mauricie et Centre-du-Québec,_Anatomical pathology,60,3,16,"525,684"
90963,2020,Que.,Mauricie et Centre-du-Québec,_Medical biochemistry,64,0,1,"525,684"
90964,2020,Que.,Mauricie et Centre-du-Québec,_Medical microbiology,65,2,9,"525,684"
90965,2020,Que.,Mauricie et Centre-du-Québec,Surgical specialists,67,26,137,"525,684"
90966,2020,Que.,Mauricie et Centre-du-Québec,_General surgery,69,5,27,"525,684"
90967,2020,Que.,Mauricie et Centre-du-Québec,__Pediatric surgery,72,0,1,"525,684"
90968,2020,Que.,Mauricie et Centre-du-Québec,_Neurosurgery,73,1,6,"525,684"
90969,2020,Que.,Mauricie et Centre-du-Québec,_Obstetrics and gynecology,74,5,28,"525,684"
90970,2020,Que.,Mauricie et Centre-du-Québec,_Ophthalmology,77,4,19,"525,684"
90971,2020,Que.,Mauricie et Centre-du-Québec,_Orthopedic surgery,78,5,27,"525,684"
90972,2020,Que.,Mauricie et Centre-du-Québec,_Otolaryngology — Head and neck surgery,79,2,10,"525,684"
90973,2020,Que.,Mauricie et Centre-du-Québec,_Plastic surgery,80,1,3,"525,684"
90974,2020,Que.,Mauricie et Centre-du-Québec,_Urology,81,2,12,"525,684"
90975,2020,Que.,Mauricie et Centre-du-Québec,_Vascular surgery,82,1,4,"525,684"
92547,2020,Man.,Prairie Mountain Health,All physicians,1,149,257,"172,831"
90977,2020,Que.,Estrie,All specialists,2,135,674,"497,539"
90978,2020,Que.,Estrie,Family medicine,3,133,661,"497,539"
90979,2020,Que.,Estrie,__General practice,4,70,350,"497,539"
90980,2020,Que.,Estrie,__Emergency family medicine,5,6,32,"497,539"
90981,2020,Que.,Estrie,__Family medicine,6,56,279,"497,539"
90982,2020,Que.,Estrie,Medical specialists,7,102,508,"497,539"
90983,2020,Que.,Estrie,Clinical specialists,8,97,482,"497,539"
90984,2020,Que.,Estrie,_Anesthesiology,9,11,54,"497,539"
90985,2020,Que.,Estrie,_Dermatology,10,3,14,"497,539"
90986,2020,Que.,Estrie,_Diagnostic radiology,11,7,37,"497,539"
90987,2020,Que.,Estrie,_Emergency medicine,14,2,8,"497,539"
90988,2020,Que.,Estrie,_Internal medicine,15,10,51,"497,539"
90989,2020,Que.,Estrie,__Cardiology,16,4,18,"497,539"
90990,2020,Que.,Estrie,__Clinical immunology and allergy,17,0,2,"497,539"
90991,2020,Que.,Estrie,__Critical care medicine,19,2,11,"497,539"
90992,2020,Que.,Estrie,__Endocrinology and metabolism,20,3,16,"497,539"
90993,2020,Que.,Estrie,__Gastroenterology,21,4,20,"497,539"
90994,2020,Que.,Estrie,__Geriatric medicine,23,2,11,"497,539"
90995,2020,Que.,Estrie,__Hematology,24,2,8,"497,539"
90996,2020,Que.,Estrie,__Infectious diseases,25,1,5,"497,539"
90997,2020,Que.,Estrie,__Medical oncology,26,1,6,"497,539"
90998,2020,Que.,Estrie,__Nephrology,27,2,11,"497,539"
90999,2020,Que.,Estrie,__Occupational medicine,28,0,2,"497,539"
91000,2020,Que.,Estrie,__Respirology,30,3,13,"497,539"
91001,2020,Que.,Estrie,__Rheumatology,31,2,10,"497,539"
91002,2020,Que.,Estrie,_Medical genetics and genomics,32,1,5,"497,539"
91003,2020,Que.,Estrie,_Neurology,33,3,16,"497,539"
91004,2020,Que.,Estrie,__Electroencephalography,34,1,5,"497,539"
91005,2020,Que.,Estrie,_Nuclear medicine,35,2,8,"497,539"
91006,2020,Que.,Estrie,_Pediatrics,36,7,37,"497,539"
91007,2020,Que.,Estrie,__Cardiology — Pediatrics,38,1,3,"497,539"
91008,2020,Que.,Estrie,__Clinical immunology and allergy — Pediatrics,40,0,1,"497,539"
91009,2020,Que.,Estrie,__Critical care medicine — Pediatrics,42,1,6,"497,539"
91010,2020,Que.,Estrie,__Endocrinology and metabolism — Pediatrics,45,0,1,"497,539"
91011,2020,Que.,Estrie,__Gastroenterology — Pediatrics,46,0,1,"497,539"
91012,2020,Que.,Estrie,__Hematology/oncology — Pediatrics,47,1,3,"497,539"
91013,2020,Que.,Estrie,__Infectious diseases — Pediatrics,48,0,1,"497,539"
91014,2020,Que.,Estrie,__Respirology — Pediatrics,51,0,2,"497,539"
91015,2020,Que.,Estrie,_Physical medicine and rehabilitation,53,1,4,"497,539"
91016,2020,Que.,Estrie,_Psychiatry,54,14,71,"497,539"
91017,2020,Que.,Estrie,_Public health and preventive medicine,57,2,9,"497,539"
91018,2020,Que.,Estrie,_Radiation oncology,58,2,12,"497,539"
91019,2020,Que.,Estrie,Laboratory specialists,59,5,26,"497,539"
91020,2020,Que.,Estrie,_Anatomical pathology,60,2,11,"497,539"
91021,2020,Que.,Estrie,_Medical biochemistry,64,2,8,"497,539"
91022,2020,Que.,Estrie,_Medical microbiology,65,1,6,"497,539"
91023,2020,Que.,Estrie,_Neuropathology,66,0,1,"497,539"
91024,2020,Que.,Estrie,Surgical specialists,67,33,166,"497,539"
91025,2020,Que.,Estrie,_Cardiac surgery,68,1,7,"497,539"
91026,2020,Que.,Estrie,_General surgery,69,7,35,"497,539"
91027,2020,Que.,Estrie,__Pediatric surgery,72,0,2,"497,539"
91028,2020,Que.,Estrie,_Neurosurgery,73,1,7,"497,539"
91029,2020,Que.,Estrie,_Obstetrics and gynecology,74,7,34,"497,539"
91030,2020,Que.,Estrie,__Gynecological oncology,75,0,1,"497,539"
91031,2020,Que.,Estrie,_Ophthalmology,77,5,23,"497,539"
91032,2020,Que.,Estrie,_Orthopedic surgery,78,5,26,"497,539"
91033,2020,Que.,Estrie,_Otolaryngology — Head and neck surgery,79,3,14,"497,539"
91034,2020,Que.,Estrie,_Plastic surgery,80,1,5,"497,539"
91035,2020,Que.,Estrie,_Urology,81,2,9,"497,539"
91036,2020,Que.,Estrie,_Vascular surgery,82,1,3,"497,539"
92610,2020,Man.,Southern Health — Santé Sud,All physicians,1,99,209,"211,051"
91038,2020,Que.,Montréal,All specialists,2,223,"4,616","2,069,849"
91039,2020,Que.,Montréal,Family medicine,3,140,"2,902","2,069,849"
91040,2020,Que.,Montréal,__General practice,4,69,"1,431","2,069,849"
91041,2020,Que.,Montréal,__Emergency family medicine,5,6,116,"2,069,849"
91042,2020,Que.,Montréal,__Family medicine,6,65,"1,355","2,069,849"
91043,2020,Que.,Montréal,Medical specialists,7,173,"3,572","2,069,849"
91044,2020,Que.,Montréal,Clinical specialists,8,163,"3,376","2,069,849"
91045,2020,Que.,Montréal,_Anesthesiology,9,14,292,"2,069,849"
91046,2020,Que.,Montréal,_Dermatology,10,5,94,"2,069,849"
91047,2020,Que.,Montréal,_Diagnostic radiology,11,12,250,"2,069,849"
91048,2020,Que.,Montréal,_Emergency medicine,14,4,82,"2,069,849"
91049,2020,Que.,Montréal,_Internal medicine,15,15,313,"2,069,849"
91050,2020,Que.,Montréal,__Cardiology,16,10,217,"2,069,849"
91051,2020,Que.,Montréal,__Clinical immunology and allergy,17,1,30,"2,069,849"
91052,2020,Que.,Montréal,__Critical care medicine,19,4,83,"2,069,849"
91053,2020,Que.,Montréal,__Endocrinology and metabolism,20,4,92,"2,069,849"
91054,2020,Que.,Montréal,__Gastroenterology,21,5,94,"2,069,849"
91055,2020,Que.,Montréal,__Geriatric medicine,23,2,39,"2,069,849"
91056,2020,Que.,Montréal,__Hematology,24,3,61,"2,069,849"
91057,2020,Que.,Montréal,__Infectious diseases,25,1,21,"2,069,849"
91058,2020,Que.,Montréal,__Medical oncology,26,3,71,"2,069,849"
91059,2020,Que.,Montréal,__Nephrology,27,4,90,"2,069,849"
91060,2020,Que.,Montréal,__Occupational medicine,28,0,5,"2,069,849"
91061,2020,Que.,Montréal,__Respirology,30,5,101,"2,069,849"
91062,2020,Que.,Montréal,__Rheumatology,31,3,63,"2,069,849"
91063,2020,Que.,Montréal,_Medical genetics and genomics,32,1,26,"2,069,849"
91064,2020,Que.,Montréal,_Neurology,33,6,126,"2,069,849"
91065,2020,Que.,Montréal,__Electroencephalography,34,1,17,"2,069,849"
91066,2020,Que.,Montréal,_Nuclear medicine,35,2,45,"2,069,849"
91067,2020,Que.,Montréal,_Pediatrics,36,14,283,"2,069,849"
91068,2020,Que.,Montréal,__Cardiology — Pediatrics,38,1,11,"2,069,849"
91069,2020,Que.,Montréal,__Child and adolescent psychiatry — Pediatrics,39,0,1,"2,069,849"
91070,2020,Que.,Montréal,__Clinical immunology and allergy — Pediatrics,40,1,13,"2,069,849"
91071,2020,Que.,Montréal,__Critical care medicine — Pediatrics,42,1,20,"2,069,849"
91072,2020,Que.,Montréal,__Emergency medicine — Pediatrics,44,2,32,"2,069,849"
91073,2020,Que.,Montréal,__Endocrinology and metabolism — Pediatrics,45,1,19,"2,069,849"
91074,2020,Que.,Montréal,__Gastroenterology — Pediatrics,46,0,9,"2,069,849"
91075,2020,Que.,Montréal,__Hematology/oncology — Pediatrics,47,1,19,"2,069,849"
91076,2020,Que.,Montréal,__Infectious diseases — Pediatrics,48,1,18,"2,069,849"
91077,2020,Que.,Montréal,__Nephrology — Pediatrics,50,0,8,"2,069,849"
91078,2020,Que.,Montréal,__Respirology — Pediatrics,51,1,13,"2,069,849"
91079,2020,Que.,Montréal,__Rheumatology — Pediatrics,52,0,4,"2,069,849"
91080,2020,Que.,Montréal,_Physical medicine and rehabilitation,53,2,48,"2,069,849"
91081,2020,Que.,Montréal,_Psychiatry,54,26,537,"2,069,849"
91082,2020,Que.,Montréal,_Public health and preventive medicine,57,3,67,"2,069,849"
91083,2020,Que.,Montréal,_Radiation oncology,58,3,62,"2,069,849"
91084,2020,Que.,Montréal,Laboratory specialists,59,9,196,"2,069,849"
91085,2020,Que.,Montréal,_Anatomical pathology,60,5,104,"2,069,849"
91086,2020,Que.,Montréal,_General pathology,61,0,3,"2,069,849"
91087,2020,Que.,Montréal,_Hematological pathology,63,0,3,"2,069,849"
91088,2020,Que.,Montréal,_Medical biochemistry,64,1,17,"2,069,849"
91089,2020,Que.,Montréal,_Medical microbiology,65,3,67,"2,069,849"
91090,2020,Que.,Montréal,_Neuropathology,66,0,2,"2,069,849"
91091,2020,Que.,Montréal,Surgical specialists,67,50,"1,042","2,069,849"
91092,2020,Que.,Montréal,_Cardiac surgery,68,3,55,"2,069,849"
91093,2020,Que.,Montréal,_General surgery,69,8,162,"2,069,849"
91094,2020,Que.,Montréal,__General surgical oncology,71,1,18,"2,069,849"
91095,2020,Que.,Montréal,__Pediatric surgery,72,1,12,"2,069,849"
91096,2020,Que.,Montréal,_Neurosurgery,73,2,40,"2,069,849"
91097,2020,Que.,Montréal,_Obstetrics and gynecology,74,10,205,"2,069,849"
91098,2020,Que.,Montréal,__Gynecological oncology,75,1,11,"2,069,849"
91099,2020,Que.,Montréal,_Ophthalmology,77,7,148,"2,069,849"
91100,2020,Que.,Montréal,_Orthopedic surgery,78,7,139,"2,069,849"
91101,2020,Que.,Montréal,_Otolaryngology — Head and neck surgery,79,4,92,"2,069,849"
91102,2020,Que.,Montréal,_Plastic surgery,80,3,72,"2,069,849"
91103,2020,Que.,Montréal,_Urology,81,4,74,"2,069,849"
91104,2020,Que.,Montréal,_Vascular surgery,82,1,14,"2,069,849"
91105,2020,Que.,Montréal,Medical scientists,83,0,2,"2,069,849"
92627,2020,Man.,Unknown,All physicians,1,,14,
91107,2020,Que.,Outaouais,All specialists,2,66,264,"401,388"
91108,2020,Que.,Outaouais,Family medicine,3,122,488,"401,388"
91109,2020,Que.,Outaouais,__General practice,4,56,225,"401,388"
91110,2020,Que.,Outaouais,__Emergency family medicine,5,2,7,"401,388"
91111,2020,Que.,Outaouais,__Family medicine,6,64,256,"401,388"
91112,2020,Que.,Outaouais,Medical specialists,7,48,192,"401,388"
91113,2020,Que.,Outaouais,Clinical specialists,8,46,183,"401,388"
91114,2020,Que.,Outaouais,_Anesthesiology,9,6,24,"401,388"
91115,2020,Que.,Outaouais,_Dermatology,10,1,5,"401,388"
91116,2020,Que.,Outaouais,_Diagnostic radiology,11,4,15,"401,388"
91117,2020,Que.,Outaouais,_Emergency medicine,14,0,2,"401,388"
91118,2020,Que.,Outaouais,_Internal medicine,15,5,19,"401,388"
91119,2020,Que.,Outaouais,__Cardiology,16,2,8,"401,388"
91120,2020,Que.,Outaouais,__Clinical immunology and allergy,17,0,1,"401,388"
91121,2020,Que.,Outaouais,__Critical care medicine,19,1,6,"401,388"
91122,2020,Que.,Outaouais,__Endocrinology and metabolism,20,0,2,"401,388"
91123,2020,Que.,Outaouais,__Gastroenterology,21,2,7,"401,388"
91124,2020,Que.,Outaouais,__Geriatric medicine,23,0,1,"401,388"
91125,2020,Que.,Outaouais,__Hematology,24,0,2,"401,388"
91126,2020,Que.,Outaouais,__Infectious diseases,25,0,2,"401,388"
91127,2020,Que.,Outaouais,__Medical oncology,26,2,7,"401,388"
91128,2020,Que.,Outaouais,__Nephrology,27,1,6,"401,388"
91129,2020,Que.,Outaouais,__Respirology,30,1,3,"401,388"
91130,2020,Que.,Outaouais,__Rheumatology,31,0,1,"401,388"
91131,2020,Que.,Outaouais,_Neurology,33,2,7,"401,388"
91132,2020,Que.,Outaouais,__Electroencephalography,34,0,1,"401,388"
91133,2020,Que.,Outaouais,_Nuclear medicine,35,0,1,"401,388"
91134,2020,Que.,Outaouais,_Pediatrics,36,3,14,"401,388"
91135,2020,Que.,Outaouais,__Clinical immunology and allergy — Pediatrics,40,0,2,"401,388"
91136,2020,Que.,Outaouais,__Infectious diseases — Pediatrics,48,0,1,"401,388"
91137,2020,Que.,Outaouais,_Physical medicine and rehabilitation,53,1,4,"401,388"
91138,2020,Que.,Outaouais,_Psychiatry,54,7,30,"401,388"
91139,2020,Que.,Outaouais,_Public health and preventive medicine,57,1,5,"401,388"
91140,2020,Que.,Outaouais,_Radiation oncology,58,2,7,"401,388"
91141,2020,Que.,Outaouais,Laboratory specialists,59,2,9,"401,388"
91142,2020,Que.,Outaouais,_Anatomical pathology,60,1,4,"401,388"
91143,2020,Que.,Outaouais,_Medical biochemistry,64,1,3,"401,388"
91144,2020,Que.,Outaouais,_Medical microbiology,65,0,2,"401,388"
91145,2020,Que.,Outaouais,Surgical specialists,67,18,72,"401,388"
91146,2020,Que.,Outaouais,_General surgery,69,4,17,"401,388"
91147,2020,Que.,Outaouais,__General surgical oncology,71,0,1,"401,388"
91148,2020,Que.,Outaouais,_Neurosurgery,73,1,5,"401,388"
91149,2020,Que.,Outaouais,_Obstetrics and gynecology,74,3,11,"401,388"
91150,2020,Que.,Outaouais,_Ophthalmology,77,2,8,"401,388"
91151,2020,Que.,Outaouais,_Orthopedic surgery,78,3,12,"401,388"
91152,2020,Que.,Outaouais,_Otolaryngology — Head and neck surgery,79,1,6,"401,388"
91153,2020,Que.,Outaouais,_Plastic surgery,80,1,6,"401,388"
91154,2020,Que.,Outaouais,_Urology,81,1,5,"401,388"
91155,2020,Que.,Outaouais,_Vascular surgery,82,0,1,"401,388"
92481,2020,Man.,Winnipeg Regional Health Authority,All physicians,1,293,"2,295","783,902"
91157,2020,Que.,Abitibi-Témiscamingue,All specialists,2,80,119,"147,897"
91158,2020,Que.,Abitibi-Témiscamingue,Family medicine,3,167,247,"147,897"
91159,2020,Que.,Abitibi-Témiscamingue,__General practice,4,95,140,"147,897"
91160,2020,Que.,Abitibi-Témiscamingue,__Emergency family medicine,5,1,2,"147,897"
91161,2020,Que.,Abitibi-Témiscamingue,__Family medicine,6,71,105,"147,897"
91162,2020,Que.,Abitibi-Témiscamingue,Medical specialists,7,50,74,"147,897"
91163,2020,Que.,Abitibi-Témiscamingue,Clinical specialists,8,49,72,"147,897"
91164,2020,Que.,Abitibi-Témiscamingue,_Anesthesiology,9,8,12,"147,897"
91165,2020,Que.,Abitibi-Témiscamingue,_Dermatology,10,1,1,"147,897"
91166,2020,Que.,Abitibi-Témiscamingue,_Diagnostic radiology,11,3,4,"147,897"
91167,2020,Que.,Abitibi-Témiscamingue,_Emergency medicine,14,1,1,"147,897"
91168,2020,Que.,Abitibi-Témiscamingue,_Internal medicine,15,8,12,"147,897"
91169,2020,Que.,Abitibi-Témiscamingue,__Cardiology,16,1,2,"147,897"
91170,2020,Que.,Abitibi-Témiscamingue,__Medical oncology,26,1,1,"147,897"
91171,2020,Que.,Abitibi-Témiscamingue,__Nephrology,27,1,1,"147,897"
91172,2020,Que.,Abitibi-Témiscamingue,__Respirology,30,3,4,"147,897"
91173,2020,Que.,Abitibi-Témiscamingue,_Neurology,33,3,4,"147,897"
91174,2020,Que.,Abitibi-Témiscamingue,_Nuclear medicine,35,1,1,"147,897"
91175,2020,Que.,Abitibi-Témiscamingue,_Pediatrics,36,9,14,"147,897"
91176,2020,Que.,Abitibi-Témiscamingue,__Clinical immunology and allergy — Pediatrics,40,1,1,"147,897"
91177,2020,Que.,Abitibi-Témiscamingue,_Psychiatry,54,8,12,"147,897"
91178,2020,Que.,Abitibi-Témiscamingue,_Public health and preventive medicine,57,1,2,"147,897"
91179,2020,Que.,Abitibi-Témiscamingue,Laboratory specialists,59,1,2,"147,897"
91180,2020,Que.,Abitibi-Témiscamingue,_Anatomical pathology,60,1,2,"147,897"
91181,2020,Que.,Abitibi-Témiscamingue,Surgical specialists,67,30,45,"147,897"
91182,2020,Que.,Abitibi-Témiscamingue,_General surgery,69,9,14,"147,897"
91183,2020,Que.,Abitibi-Témiscamingue,_Obstetrics and gynecology,74,9,13,"147,897"
91184,2020,Que.,Abitibi-Témiscamingue,_Ophthalmology,77,3,5,"147,897"
91185,2020,Que.,Abitibi-Témiscamingue,_Orthopedic surgery,78,5,7,"147,897"
91186,2020,Que.,Abitibi-Témiscamingue,_Otolaryngology — Head and neck surgery,79,1,2,"147,897"
91187,2020,Que.,Abitibi-Témiscamingue,_Plastic surgery,80,1,1,"147,897"
91188,2020,Que.,Abitibi-Témiscamingue,_Urology,81,2,3,"147,897"
90403,2020,N.B.,N.B.,All physicians,1,249,"1,949","782,078"
91190,2020,Que.,Côte-Nord,All specialists,2,76,69,"90,529"
91191,2020,Que.,Côte-Nord,Family medicine,3,178,161,"90,529"
91192,2020,Que.,Côte-Nord,__General practice,4,84,76,"90,529"
91193,2020,Que.,Côte-Nord,__Emergency family medicine,5,1,1,"90,529"
91194,2020,Que.,Côte-Nord,__Family medicine,6,93,84,"90,529"
91195,2020,Que.,Côte-Nord,Medical specialists,7,46,42,"90,529"
91196,2020,Que.,Côte-Nord,Clinical specialists,8,45,41,"90,529"
91197,2020,Que.,Côte-Nord,_Anesthesiology,9,3,3,"90,529"
91198,2020,Que.,Côte-Nord,_Dermatology,10,1,1,"90,529"
91199,2020,Que.,Côte-Nord,_Diagnostic radiology,11,7,6,"90,529"
91200,2020,Que.,Côte-Nord,_Internal medicine,15,10,9,"90,529"
91201,2020,Que.,Côte-Nord,__Cardiology,16,1,1,"90,529"
91202,2020,Que.,Côte-Nord,__Respirology,30,2,2,"90,529"
91203,2020,Que.,Côte-Nord,_Neurology,33,1,1,"90,529"
91204,2020,Que.,Côte-Nord,_Nuclear medicine,35,2,2,"90,529"
91205,2020,Que.,Côte-Nord,_Pediatrics,36,3,3,"90,529"
91206,2020,Que.,Côte-Nord,_Psychiatry,54,11,10,"90,529"
91207,2020,Que.,Côte-Nord,_Public health and preventive medicine,57,3,3,"90,529"
91208,2020,Que.,Côte-Nord,Laboratory specialists,59,1,1,"90,529"
91209,2020,Que.,Côte-Nord,_Medical biochemistry,64,1,1,"90,529"
91210,2020,Que.,Côte-Nord,Surgical specialists,67,30,27,"90,529"
91211,2020,Que.,Côte-Nord,_General surgery,69,10,9,"90,529"
91212,2020,Que.,Côte-Nord,_Obstetrics and gynecology,74,10,9,"90,529"
91213,2020,Que.,Côte-Nord,_Ophthalmology,77,4,4,"90,529"
91214,2020,Que.,Côte-Nord,_Orthopedic surgery,78,4,4,"90,529"
91215,2020,Que.,Côte-Nord,_Otolaryngology — Head and neck surgery,79,1,1,"90,529"
90691,2020,N.B.,Unknown,All physicians,1,,8,
91217,2020,Que.,Nord-du-Québec,All specialists,2,52,7,"13,470"
91218,2020,Que.,Nord-du-Québec,Family medicine,3,267,36,"13,470"
91219,2020,Que.,Nord-du-Québec,__General practice,4,163,22,"13,470"
91220,2020,Que.,Nord-du-Québec,__Family medicine,6,104,14,"13,470"
91221,2020,Que.,Nord-du-Québec,Medical specialists,7,37,5,"13,470"
91222,2020,Que.,Nord-du-Québec,Clinical specialists,8,37,5,"13,470"
91223,2020,Que.,Nord-du-Québec,_Anesthesiology,9,7,1,"13,470"
91224,2020,Que.,Nord-du-Québec,_Internal medicine,15,7,1,"13,470"
91225,2020,Que.,Nord-du-Québec,_Psychiatry,54,7,1,"13,470"
91226,2020,Que.,Nord-du-Québec,_Public health and preventive medicine,57,15,2,"13,470"
91227,2020,Que.,Nord-du-Québec,Surgical specialists,67,15,2,"13,470"
91228,2020,Que.,Nord-du-Québec,_General surgery,69,7,1,"13,470"
91229,2020,Que.,Nord-du-Québec,_Obstetrics and gynecology,74,7,1,"13,470"
90456,2020,N.B.,Zone 1 (Moncton Area),All physicians,1,275,622,"226,082"
91231,2020,Que.,Gaspésie–Îles-de-la-Madeleine,All specialists,2,96,87,"90,697"
